iss_date,SESSO,AGE_GROUP,DECEDUTI,CASI_CUMULATIVI,iss_date_iso8601,file_date_iso8601,file
20/09/2020,F,60-69,858,14970,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,F,70-79,2871,15973,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,F,80-89,6613,25780,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,F,>90,4456,15705,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,F,Non noto,<5,17,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,0-9,<5,2491,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,10-19,<5,5280,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,20-29,12,13758,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,30-39,45,13640,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,40-49,224,17441,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,50-59,944,23845,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,60-69,2724,21261,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,70-79,6461,20843,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,80-89,7992,17504,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,>90,2066,3997,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,M,Non noto,<5,5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,20-29,<5,<5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,30-39,<5,<5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,40-49,<5,<5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,50-59,<5,<5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,60-69,<5,<5,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
20/09/2020,Non noto,80-89,<5,7,2020-09-20,2020-09-20,COVID_19_ISS_open_data_2020-09-20_sesso_eta
21/09/2020,F,0-9,<5,2393,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,10-19,<5,4704,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,20-29,<5,13025,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,30-39,24,14243,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,40-49,89,21904,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,50-59,301,26994,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,60-69,858,15028,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,70-79,2871,15997,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,80-89,6616,25805,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,>90,4459,15714,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,F,Non noto,<5,17,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,0-9,<5,2531,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,10-19,<5,5343,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,20-29,12,13870,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,30-39,45,13737,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,40-49,224,17532,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,50-59,944,23925,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,60-69,2726,21346,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,70-79,6463,20880,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,80-89,7993,17525,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,>90,2067,4002,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,M,Non noto,<5,5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,20-29,<5,<5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,30-39,<5,<5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,40-49,<5,<5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,50-59,<5,<5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,60-69,<5,<5,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
21/09/2020,Non noto,80-89,<5,7,2020-09-21,2020-09-21,COVID_19_ISS_open_data_2020-09-21_sesso_eta
22/09/2020,F,0-9,<5,2469,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,10-19,<5,4795,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,20-29,<5,13202,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,30-39,24,14420,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,40-49,89,22094,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,50-59,301,27180,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,60-69,859,15124,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,70-79,2873,16072,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,80-89,6622,25867,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,>90,4461,15732,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,F,Non noto,<5,17,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,0-9,<5,2605,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,10-19,<5,5466,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,20-29,12,14078,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,30-39,45,13942,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,40-49,225,17762,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,50-59,947,24136,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,60-69,2729,21495,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,70-79,6466,20944,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,80-89,7995,17565,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,>90,2071,4015,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,M,Non noto,<5,5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,20-29,<5,<5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,30-39,<5,<5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,40-49,<5,<5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,50-59,<5,<5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,60-69,<5,<5,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
22/09/2020,Non noto,80-89,<5,7,2020-09-22,2020-09-22,COVID_19_ISS_open_data_2020-09-22_sesso_eta
23/09/2020,F,0-9,<5,2507,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,10-19,<5,4850,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,20-29,<5,13301,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,30-39,24,14504,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,40-49,89,22198,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,50-59,301,27292,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,60-69,860,15187,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,70-79,2873,16113,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,80-89,6624,25902,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,>90,4464,15743,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,F,Non noto,<5,17,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,0-9,<5,2651,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,10-19,<5,5517,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,20-29,12,14193,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,30-39,45,14051,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,40-49,225,17887,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,50-59,948,24268,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,60-69,2730,21565,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,70-79,6469,20986,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,80-89,7997,17587,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,>90,2072,4020,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,M,Non noto,<5,5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,20-29,<5,<5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,30-39,<5,<5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,40-49,<5,<5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,50-59,<5,<5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,60-69,<5,<5,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
23/09/2020,Non noto,80-89,<5,7,2020-09-23,2020-09-23,COVID_19_ISS_open_data_2020-09-23_sesso_eta
24/09/2020,F,0-9,<5,2554,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,10-19,<5,4909,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,20-29,<5,13411,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,30-39,24,14611,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,40-49,89,22294,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,50-59,301,27412,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,60-69,860,15256,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,70-79,2873,16152,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,80-89,6629,25931,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,>90,4467,15755,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,F,Non noto,<5,17,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,0-9,<5,2696,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,10-19,<5,5597,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,20-29,12,14309,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,30-39,46,14147,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,40-49,226,18035,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,50-59,948,24427,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,60-69,2730,21653,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,70-79,6470,21028,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,80-89,7999,17619,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,>90,2073,4026,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,M,Non noto,<5,5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,20-29,<5,<5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,30-39,<5,<5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,40-49,<5,<5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,50-59,<5,<5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,60-69,<5,<5,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
24/09/2020,Non noto,80-89,<5,7,2020-09-24,2020-09-24,COVID_19_ISS_open_data_2020-09-24_sesso_eta
25/09/2020,F,0-9,<5,2595,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,10-19,<5,4996,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,20-29,<5,13551,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,30-39,24,14738,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,40-49,89,22414,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,50-59,302,27570,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,60-69,860,15337,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,70-79,2877,16198,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,80-89,6644,25965,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,>90,4477,15770,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,F,Non noto,<5,17,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,0-9,<5,2756,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,10-19,<5,5685,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,20-29,12,14461,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,30-39,46,14286,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,40-49,227,18195,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,50-59,952,24589,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,60-69,2732,21756,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,70-79,6476,21077,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,80-89,8010,17641,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,>90,2076,4033,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,M,Non noto,<5,5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,20-29,<5,<5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,30-39,<5,<5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,40-49,<5,<5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,50-59,<5,<5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,60-69,<5,<5,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
25/09/2020,Non noto,80-89,<5,7,2020-09-25,2020-09-25,COVID_19_ISS_open_data_2020-09-25_sesso_eta
26/09/2020,F,0-9,<5,2649,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,10-19,<5,5078,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,20-29,<5,13672,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,30-39,24,14837,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,40-49,89,22551,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,50-59,302,27702,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,60-69,860,15415,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,70-79,2881,16254,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,80-89,6652,26004,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,>90,4483,15792,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,F,Non noto,<5,17,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,0-9,<5,2823,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,10-19,<5,5794,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,20-29,12,14682,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,30-39,46,14453,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,40-49,227,18340,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,50-59,952,24743,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,60-69,2734,21846,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,70-79,6480,21128,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,80-89,8015,17670,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,>90,2082,4039,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,M,Non noto,<5,5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,20-29,<5,<5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,30-39,<5,<5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,40-49,<5,<5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,50-59,<5,<5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,60-69,<5,<5,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
26/09/2020,Non noto,80-89,<5,7,2020-09-26,2020-09-26,COVID_19_ISS_open_data_2020-09-26_sesso_eta
27/09/2020,F,0-9,<5,2692,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,10-19,<5,5121,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,20-29,<5,13751,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,30-39,24,14904,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,40-49,89,22630,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,50-59,302,27800,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,60-69,860,15473,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,70-79,2882,16290,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,80-89,6657,26036,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,>90,4483,15798,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,F,Non noto,<5,17,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,0-9,<5,2869,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,10-19,<5,5856,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,20-29,12,14762,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,30-39,46,14542,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,40-49,227,18437,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,50-59,952,24847,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,60-69,2734,21908,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,70-79,6481,21159,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,80-89,8018,17681,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,>90,2082,4042,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,M,Non noto,<5,5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,20-29,<5,<5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,30-39,<5,<5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,40-49,<5,<5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,50-59,<5,<5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,60-69,<5,<5,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
27/09/2020,Non noto,80-89,<5,7,2020-09-27,2020-09-27,COVID_19_ISS_open_data_2020-09-27_sesso_eta
28/09/2020,F,0-9,<5,2742,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,10-19,<5,5181,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,20-29,<5,13867,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,30-39,24,15000,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,40-49,89,22739,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,50-59,302,27913,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,60-69,860,15556,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,70-79,2882,16333,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
28/09/2020,F,80-89,6659,26064,2020-09-28,2020-09-28,COVID_19_ISS_open_data_2020-09-28_sesso_eta
